日付,コード,会社名,分類,表題（リンク_TDnet）,表題（リンク_ローカル）,価格交渉,増産,価格改定,価格転嫁,値上,想定以上,上方修正,下方修正,想定以下,未達,大幅,計画を上,計画を下,計画以,需要回復,需要の回復,需要が増,需要が低,悪化,グローバルニッチトップ,トップシェア,シェア拡大,レアアース,URL（生）
20260917,3193,エターナルホスピG,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260917537886.pdf"", ""第40期(2026年7月期)期末 決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260917/3193_1530_エターナルホスピG_第40期(2026年7月期)期末 決算説明会資料.pdf"", ""第40期(2026年7月期)期末 決算説明会資料"")",,,6 9,,,21,,15 16,,3 16,,,5 8,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260917537886.pdf
20260917,3463,R-いちごホテル,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260917537640.pdf"", ""2026年7月期 決算短信(REIT)"")","=HYPERLINK(""pdf_tmp/20260917/3463_1530_R-いちごホテル_2026年7月期 決算短信(REIT).pdf"", ""2026年7月期 決算短信(REIT)"")",,,,,,,4,,,,,,,,,,,,23,,,,,https://www.release.tdnet.info/inbs/140120260917537640.pdf
20260917,3624,G-アクセルM,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260917537941.pdf"", ""連結子会社の解散及び特別清算の方針決定、債権の取立不能のおそれ並びに事業の当社への引継ぎに関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260917/3624_1530_G-アクセルM_連結子会社の解散及び特別清算の方針決定、債権の取立不能のおそれ並びに事業の当社への引継ぎに関するお知らせ.pdf"", ""連結子会社の解散及び特別清算の方針決定、債権の取立不能のおそれ並びに事業の当社への引継ぎに関するお知らせ"")",,,,,,,,,,,1,,,,,,,,1,,,,,https://www.release.tdnet.info/inbs/140120260917537941.pdf
20260917,3913,GreenBee,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260917537949.pdf"", ""個人投資家向けオンラインIR説明会の資料配布について"")","=HYPERLINK(""pdf_tmp/20260917/3913_1530_GreenBee_個人投資家向けオンラインIR説明会の資料配布について.pdf"", ""個人投資家向けオンラインIR説明会の資料配布について"")",,,,,,13 17,,,,,15,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260917537949.pdf
20260917,4441,トビラシステムズ,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260917537861.pdf"", ""2026年10月期第3四半期決算に関する質疑応答集"")","=HYPERLINK(""pdf_tmp/20260917/4441_1530_トビラシステムズ_2026年10月期第3四半期決算に関する質疑応答集.pdf"", ""2026年10月期第3四半期決算に関する質疑応答集"")",,,,,,,,,,,1,,2,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260917537861.pdf
20260917,625A,G-Skyfall,事業計画,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260916537342.pdf"", ""事業計画及び成長可能性に関する事項"")","=HYPERLINK(""pdf_tmp/20260917/625A_0800_G-Skyfall_事業計画及び成長可能性に関する事項.pdf"", ""事業計画及び成長可能性に関する事項"")",,,,,,,,,,,36,,,,,,,,,,,27 48 49,,https://www.release.tdnet.info/inbs/140120260916537342.pdf
20260917,9273,コーア商事HD,資本コストや株価,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260916537315.pdf"", ""資本コストや株価を意識した経営の実現に向けた対応について(アップデート)"")","=HYPERLINK(""pdf_tmp/20260917/9273_1300_コーア商事HD_資本コストや株価を意識した経営の実現に向けた対応について(アップデート).pdf"", ""資本コストや株価を意識した経営の実現に向けた対応について(アップデート)"")",,12,,,,,,,,13,,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260916537315.pdf
20260917,3075,銚子丸,予想の修正,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260909533584.pdf"", ""2027年2月期第2四半期累計期間並びに通期業績予想の修正及び配当予想の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260917/3075_1530_銚子丸_2027年2月期第2四半期累計期間並びに通期業績予想の修正及び配当予想の修正に関するお知らせ.pdf"", ""2027年2月期第2四半期累計期間並びに通期業績予想の修正及び配当予想の修正に関するお知らせ"")",,,,,,,,,,,,2,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260909533584.pdf
20260917,3249,R-産業ファ,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260916537453.pdf"", ""2026年7月期 決算短信(REIT)"")","=HYPERLINK(""pdf_tmp/20260917/3249_1530_R-産業ファ_2026年7月期 決算短信(REIT).pdf"", ""2026年7月期 決算短信(REIT)"")",,,,,,4,,,,,,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260916537453.pdf
20260917,3463,R-いちごホテル,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260917537722.pdf"", ""2026年7月期(第22期)決算説明資料"")","=HYPERLINK(""pdf_tmp/20260917/3463_1530_R-いちごホテル_2026年7月期(第22期)決算説明資料.pdf"", ""2026年7月期(第22期)決算説明資料"")",,,,,,,,,,,18 67,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260917537722.pdf
