日付,コード,会社名,分類,表題（リンク_TDnet）,表題（リンク_ローカル）,価格交渉,増産,価格改定,価格転嫁,値上,想定以上,上方修正,下方修正,想定以下,未達,大幅,計画を上,計画を下,計画以,需要回復,需要の回復,需要が増,需要が低,悪化,グローバルニッチトップ,トップシェア,シェア拡大,レアアース,URL（生）
20260706,8923,トーセイ,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260706588187.pdf"", ""2026年11月期 第2四半期(中間期)決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260706/8923_1430_トーセイ_2026年11月期 第2四半期(中間期)決算短信〔IFRS〕(連結).pdf"", ""2026年11月期 第2四半期(中間期)決算短信〔IFRS〕(連結)"")",,,,,,6,,,,,4,,,,,,,,5,,,,,https://www.release.tdnet.info/inbs/140120260706588187.pdf
20260706,186A,G-アストロスケール,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260703587871.pdf"", ""(訂正・数値データ訂正)「2026年4月期 決算短信〔IFRS〕(連結)」の一部訂正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260706/186A_0800_G-アストロスケール_(訂正・数値データ訂正)「2026年4月期 決算短信〔IFRS〕(連結)」の一部訂正に関するお知らせ.pdf"", ""(訂正・数値データ訂正)「2026年4月期 決算短信〔IFRS〕(連結)」の一部訂正に関するお知らせ"")",,,,,,,9,,,,6 9,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260703587871.pdf
20260706,8783,abc,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260706588424.pdf"", ""第三者割当による第1回無担保社債(私募債)及び第20回新株予約権(行使価額修正条項付)の発行及び第19回新株予約権の一部取得及び消却に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260706/8783_1630_abc_第三者割当による第1回無担保社債(私募債)及び第20回新株予約権(行使価額修正条項付)の発行及び第19回新株予約権の一部取得及び消却に関するお知らせ.pdf"", ""第三者割当による第1回無担保社債(私募債)及び第20回新株予約権(行使価額修正条項付)の発行及び第19回新株予約権の一部取得及び消却に関するお知らせ"")",,,,,,,,48,,,,,,,,,,,12,,,,,https://www.release.tdnet.info/inbs/140120260706588424.pdf
20260706,2300,きょくと,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260706588288.pdf"", ""2027年2月期第1四半期決算短信〔日本基準〕(非連結)"")","=HYPERLINK(""pdf_tmp/20260706/2300_1600_きょくと_2027年2月期第1四半期決算短信〔日本基準〕(非連結).pdf"", ""2027年2月期第1四半期決算短信〔日本基準〕(非連結)"")",,,,,,,,,,,4,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260706588288.pdf
20260706,2789,カルラ,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260703587519.pdf"", ""2027年2月期 第1四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260706/2789_1530_カルラ_2027年2月期 第1四半期決算短信〔日本基準〕(連結).pdf"", ""2027年2月期 第1四半期決算短信〔日本基準〕(連結)"")",,,,,,,,,,,,,,,,4,,,,,,,,https://www.release.tdnet.info/inbs/140120260703587519.pdf
20260706,3181,買取王国,月次,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260706588244.pdf"", ""2026年6月 月次売上概況"")","=HYPERLINK(""pdf_tmp/20260706/3181_1430_買取王国_2026年6月 月次売上概況.pdf"", ""2026年6月 月次売上概況"")",,,,,,,,,,,1,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260706588244.pdf
20260706,3186,ネクステージ,予想の修正,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260703587432.pdf"", ""第2四半期(中間期)業績予想と実績の差異及び通期業績予想の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260706/3186_1530_ネクステージ_第2四半期(中間期)業績予想と実績の差異及び通期業績予想の修正に関するお知らせ.pdf"", ""第2四半期(中間期)業績予想と実績の差異及び通期業績予想の修正に関するお知らせ"")",,,,,,,2,,,,,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260703587432.pdf
20260706,3222,U.S.M.H,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260706588028.pdf"", ""2027年2月期 第1四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260706/3222_1530_U.S.M.H_2027年2月期 第1四半期決算短信〔日本基準〕(連結).pdf"", ""2027年2月期 第1四半期決算短信〔日本基準〕(連結)"")",,,,,,,,,,,,,,,,,,,4,,,,,https://www.release.tdnet.info/inbs/140120260706588028.pdf
20260706,3287,R-星野,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260702586855.pdf"", ""ポートフォリオ運営実績に関するお知らせ(2026年5月度)"")","=HYPERLINK(""pdf_tmp/20260706/3287_1815_R-星野_ポートフォリオ運営実績に関するお知らせ(2026年5月度).pdf"", ""ポートフォリオ運営実績に関するお知らせ(2026年5月度)"")",,,,,,,,,,,,,,,,,,,2,,,,,https://www.release.tdnet.info/inbs/140120260702586855.pdf
20260706,3321,ミタチ,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260706588191.pdf"", ""2026年5月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260706/3321_1530_ミタチ_2026年5月期 決算短信〔日本基準〕(連結).pdf"", ""2026年5月期 決算短信〔日本基準〕(連結)"")",,,,,,,,,,,,,,,,,,,4,,,,,https://www.release.tdnet.info/inbs/140120260706588191.pdf
