日付,コード,会社名,分類,表題（リンク_TDnet）,表題（リンク_ローカル）,価格交渉,増産,価格改定,価格転嫁,値上,想定以上,上方修正,下方修正,想定以下,未達,大幅,計画を上,計画を下,計画以,需要回復,需要の回復,需要が増,需要が低,悪化,グローバルニッチトップ,トップシェア,シェア拡大,レアアース,URL（生）
20260703,4394,G-エクスモーション,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260703587361.pdf"", ""2026年11月期 第2四半期決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260703/4394_1530_G-エクスモーション_2026年11月期 第2四半期決算補足説明資料.pdf"", ""2026年11月期 第2四半期決算補足説明資料"")",,,,,,,,,,14 15 28 29,9 15 18 29 31,29,,7 28,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260703587361.pdf
20260703,6264,マルマエ,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260703587656.pdf"", ""2026年8月期 第3四半期決算 補足資料"")","=HYPERLINK(""pdf_tmp/20260703/6264_1530_マルマエ_2026年8月期 第3四半期決算 補足資料.pdf"", ""2026年8月期 第3四半期決算 補足資料"")",,6,,,7,,7,,,,15,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260703587656.pdf
20260703,2181,パーソルHD,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260703587575.pdf"", ""「IR DAY 2026」の資料公開に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260703/2181_1530_パーソルHD_「IR DAY 2026」の資料公開に関するお知らせ.pdf"", ""「IR DAY 2026」の資料公開に関するお知らせ"")",,,,,,,,,,,42,,,,,,25,,,,,19 55 56 58 64,,https://www.release.tdnet.info/inbs/140120260703587575.pdf
20260703,3377,バイク王,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260703587498.pdf"", ""2026年11月期 第2四半期(中間期)決算説明資料"")","=HYPERLINK(""pdf_tmp/20260703/3377_1530_バイク王_2026年11月期 第2四半期(中間期)決算説明資料.pdf"", ""2026年11月期 第2四半期(中間期)決算説明資料"")",,,,,,,6,,,,6 9,,,,,,,,,,,5 34,,https://www.release.tdnet.info/inbs/140120260703587498.pdf
20260703,4361,川口化,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260702586708.pdf"", ""2026年11月期第2四半期(中間期)決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260703/4361_1530_川口化_2026年11月期第2四半期(中間期)決算短信〔日本基準〕(連結).pdf"", ""2026年11月期第2四半期(中間期)決算短信〔日本基準〕(連結)"")",,,,,,,,,,,5,,,,,,,4 5,4,,,,,https://www.release.tdnet.info/inbs/140120260702586708.pdf
20260703,556A,G-犬猫生活,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260630584921.pdf"", ""2026年4月期 通期決算発表における質疑応答(要旨)について"")","=HYPERLINK(""pdf_tmp/20260703/556A_0800_G-犬猫生活_2026年4月期 通期決算発表における質疑応答(要旨)について.pdf"", ""2026年4月期 通期決算発表における質疑応答(要旨)について"")",,3,,,,,,,,,4,,,,,,,,2,,,,,https://www.release.tdnet.info/inbs/140120260630584921.pdf
20260703,2385,G-総医研,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260703587621.pdf"", ""上場維持基準への適合に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260703/2385_1530_G-総医研_上場維持基準への適合に関するお知らせ.pdf"", ""上場維持基準への適合に関するお知らせ"")",,,,,,,2,,,,2,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260703587621.pdf
20260703,2753,あみやき,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260629583541.pdf"", ""2027年3月期第1四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260703/2753_0900_あみやき_2027年3月期第1四半期決算短信〔日本基準〕(連結).pdf"", ""2027年3月期第1四半期決算短信〔日本基準〕(連結)"")",,,,,,,,,,,,,,,,4,,,4,,,,,https://www.release.tdnet.info/inbs/140120260629583541.pdf
20260703,275A,ハンワホームズ,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260702587247.pdf"", ""2027年2月期第1四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260703/275A_1530_ハンワホームズ_2027年2月期第1四半期決算短信〔日本基準〕(連結).pdf"", ""2027年2月期第1四半期決算短信〔日本基準〕(連結)"")",,,,,,,,,,,,,,,,4,,,4,,,,,https://www.release.tdnet.info/inbs/140120260702587247.pdf
20260703,3498,霞ヶ関キャピタル,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260702586896.pdf"", ""2026年8月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260703/3498_1530_霞ヶ関キャピタル_2026年8月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年8月期 第3四半期決算短信〔日本基準〕(連結)"")",,,,4,,,,,,,,,,,,,4,,,,,,,https://www.release.tdnet.info/inbs/140120260702586896.pdf
