日付,コード,会社名,分類,表題（リンク_TDnet）,表題（リンク_ローカル）,価格交渉,増産,価格改定,価格転嫁,値上,想定以上,上方修正,下方修正,想定以下,未達,大幅,計画を上,計画を下,計画以,需要回復,需要の回復,需要が増,需要が低,悪化,グローバルニッチトップ,トップシェア,シェア拡大,レアアース,URL（生）
20260518,3176,三洋貿易,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260518539238.pdf"", ""2026年9月期 第2四半期決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260518/3176_1100_三洋貿易_2026年9月期 第2四半期決算説明会資料.pdf"", ""2026年9月期 第2四半期決算説明会資料"")",,,,,,,2 5,,,,,,,,12,,,,,,,34,24,https://www.release.tdnet.info/inbs/140120260518539238.pdf
20260518,3551,ダイニック,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260518539299.pdf"", ""(訂正)ダイニックグループ新中期経営計画「SOLID FOUNDATION 2029」資料の訂正 について"")","=HYPERLINK(""pdf_tmp/20260518/3551_1100_ダイニック_(訂正)ダイニックグループ新中期経営計画「SOLID FOUNDATION 2029」資料の訂正 について.pdf"", ""(訂正)ダイニックグループ新中期経営計画「SOLID FOUNDATION 2029」資料の訂正 について"")",,,,6 7 8 16 18,16,,,,,6 7,,,,,,,,,6 7 8 13 15,,,,,https://www.release.tdnet.info/inbs/140120260518539299.pdf
20260518,6155,高松機械,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260513530080.pdf"", ""(訂正・数値データ訂正)「2026年3月期決算短信[日本基準](連結)」の一部訂正について"")","=HYPERLINK(""pdf_tmp/20260518/6155_1530_高松機械_(訂正・数値データ訂正)「2026年3月期決算短信[日本基準](連結)」の一部訂正について.pdf"", ""(訂正・数値データ訂正)「2026年3月期決算短信[日本基準](連結)」の一部訂正について"")",8,,,,,,,,,,7,,,,7,10,,,,,,,,https://www.release.tdnet.info/inbs/140120260513530080.pdf
20260518,6890,フェローテック,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260518539665.pdf"", ""(開示事項の訂正)決算説明資料および中期経営計画(ローリングプラン)資料の開示について"")","=HYPERLINK(""pdf_tmp/20260518/6890_1530_フェローテック_(開示事項の訂正)決算説明資料および中期経営計画(ローリングプラン)資料の開示について.pdf"", ""(開示事項の訂正)決算説明資料および中期経営計画(ローリングプラン)資料の開示について"")",,6 13,,,,,9,,,,,9,,,,,10,,,,,,,https://www.release.tdnet.info/inbs/140120260518539665.pdf
20260518,9048,名鉄,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260518539431.pdf"", ""2026年3月期 投資家様向け決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260518/9048_1300_名鉄_2026年3月期 投資家様向け決算説明会資料.pdf"", ""2026年3月期 投資家様向け決算説明会資料"")",,,,,,,,,,9 11,15 18,,,,,29,,,27 30 38 39,,,,,https://www.release.tdnet.info/inbs/140120260518539431.pdf
20260518,9073,京極運輸,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260518539970.pdf"", ""第3次中期経営計画(2026年度-2028年度 3カ年)"")","=HYPERLINK(""pdf_tmp/20260518/9073_1545_京極運輸_第3次中期経営計画(2026年度-2028年度 3カ年).pdf"", ""第3次中期経営計画(2026年度-2028年度 3カ年)"")",,,,,12,,,,,9,31 45,,,,,,,,,,,26 41,,https://www.release.tdnet.info/inbs/140120260518539970.pdf
20260518,3681,ブイキューブ,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260511523200.pdf"", ""AVA3HD株式会社との間の最終契約締結についてのお知らせ"")","=HYPERLINK(""pdf_tmp/20260518/3681_1755_ブイキューブ_AVA3HD株式会社との間の最終契約締結についてのお知らせ.pdf"", ""AVA3HD株式会社との間の最終契約締結についてのお知らせ"")",18,,,,,,,,,,12 13,,,,,,,,5 9 12,,,,,https://www.release.tdnet.info/inbs/140120260511523200.pdf
20260518,3863,日本紙,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260518540029.pdf"", ""(訂正)中期経営計画 2030 骨子の公表についての一部訂正について"")","=HYPERLINK(""pdf_tmp/20260518/3863_1700_日本紙_(訂正)中期経営計画 2030 骨子の公表についての一部訂正について.pdf"", ""(訂正)中期経営計画 2030 骨子の公表についての一部訂正について"")",,,6,,,,,,,6,,6,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260518540029.pdf
20260518,6349,小森,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260515538893.pdf"", ""2026年3月期 決算説明会"")","=HYPERLINK(""pdf_tmp/20260518/6349_1730_小森_2026年3月期 決算説明会.pdf"", ""2026年3月期 決算説明会"")",,,,,,,,,,,53,,,,,,,,46,,,53,,https://www.release.tdnet.info/inbs/140120260515538893.pdf
20260518,146A,コロンビア・ワークス,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260518539823.pdf"", ""2026年12月期第1四半期決算概要(補足テキスト)"")","=HYPERLINK(""pdf_tmp/20260518/146A_1600_コロンビア・ワークス_2026年12月期第1四半期決算概要(補足テキスト).pdf"", ""2026年12月期第1四半期決算概要(補足テキスト)"")",,,,,,,,,,,2 3 7,,,3,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260518539823.pdf
