日付,時刻,コード,会社名,表題（リンク_TDnet）,表題（リンク_ローカル）,キーワード,ヒットページ数,記述されているページ,分類,URL（生）
20260213,15:30,9268,オプティマス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552648.pdf"", ""2026年3月期第3四半期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/9268_1530_オプティマス_2026年3月期第3四半期 決算説明資料.pdf"", ""2026年3月期第3四半期 決算説明資料"")",需要回復 悪化 上方修正 下方修正 大幅 計画を下 需要の回復 需要が低 トップシェア,12,2 10 15 23 24 25 29 30 33 34 41 61,説明資料,https://www.release.tdnet.info/inbs/140120260209552648.pdf
20260213,20:15,9927,ワットマン,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213562326.pdf"", ""MBOの実施に関する賛同の意見表明及び応募の推奨に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260213/9927_2015_ワットマン_MBOの実施に関する賛同の意見表明及び応募の推奨に関するお知らせ.pdf"", ""MBOの実施に関する賛同の意見表明及び応募の推奨に関するお知らせ"")",シェア拡大 悪化 大幅 価格交渉,12,11 15 25 28 30 44 49 53 54 56 57 60,その他,https://www.release.tdnet.info/inbs/140120260213562326.pdf
20260213,15:30,149A,G-シンカ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213560719.pdf"", ""2025年12月期 通期決算説明資料(事業計画及び成長可能性に関する事項)"")","=HYPERLINK(""pdf_tmp/20260213/149A_1530_G-シンカ_2025年12月期 通期決算説明資料(事業計画及び成長可能性に関する事項).pdf"", ""2025年12月期 通期決算説明資料(事業計画及び成長可能性に関する事項)"")",大幅 値上 悪化 シェア拡大 トップシェア,11,4 9 10 28 31 32 33 44 59 75 76,事業計画,https://www.release.tdnet.info/inbs/140120260213560719.pdf
20260213,16:00,2780,コメ兵HD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213560823.pdf"", ""2026年3月期第3四半期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/2780_1600_コメ兵HD_2026年3月期第3四半期 決算説明資料.pdf"", ""2026年3月期第3四半期 決算説明資料"")",大幅 想定以上 計画を下 シェア拡大 悪化,11,2 3 4 11 13 21 22 36 58 59 60,説明資料,https://www.release.tdnet.info/inbs/140120260213560823.pdf
20260213,15:30,3300,G-アンビションDX,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212558581.pdf"", ""2026年6月期 第2四半期(中間期)決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/3300_1530_G-アンビションDX_2026年6月期 第2四半期(中間期)決算説明資料.pdf"", ""2026年6月期 第2四半期(中間期)決算説明資料"")",大幅 計画を上,11,3 4 8 10 12 25 26 27 36 43 51,説明資料,https://www.release.tdnet.info/inbs/140120260212558581.pdf
20260213,12:00,3696,セレス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212558780.pdf"", ""2025年12月期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/3696_1200_セレス_2025年12月期 決算説明資料.pdf"", ""2025年12月期 決算説明資料"")",大幅 未達 価格改定,11,3 4 5 8 10 11 15 21 29 31 35,説明資料,https://www.release.tdnet.info/inbs/140120260212558780.pdf
20260213,15:30,3916,DIT,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212557621.pdf"", ""2026年6月期 第2四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/3916_1530_DIT_2026年6月期 第2四半期決算説明資料.pdf"", ""2026年6月期 第2四半期決算説明資料"")",計画を上 シェア拡大 大幅 上方修正,11,4 10 12 13 14 15 17 24 32 37 41,説明資料,https://www.release.tdnet.info/inbs/140120260212557621.pdf
20260213,16:00,4448,G-kubell,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561378.pdf"", ""2025年12月期 通期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/4448_1600_G-kubell_2025年12月期 通期決算説明資料.pdf"", ""2025年12月期 通期決算説明資料"")",大幅 上方修正 価格改定,11,2 6 14 15 38 56 58 67 71 72 116,説明資料,https://www.release.tdnet.info/inbs/140120260213561378.pdf
20260213,15:30,5707,東邦鉛,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561232.pdf"", ""2026年3月期(FY2025)第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/5707_1530_東邦鉛_2026年3月期(FY2025)第3四半期決算説明資料.pdf"", ""2026年3月期(FY2025)第3四半期決算説明資料"")",増産 価格転嫁 想定以上 上方修正 悪化 値上 大幅,11,2 4 5 9 11 12 17 19 20 27 35,説明資料,https://www.release.tdnet.info/inbs/140120260213561232.pdf
20260213,15:30,6240,ヤマシンフィルタ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212557758.pdf"", ""2026年3月期第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/6240_1530_ヤマシンフィルタ_2026年3月期第3四半期決算説明資料.pdf"", ""2026年3月期第3四半期決算説明資料"")",大幅 需要回復 需要の回復 シェア拡大 上方修正,11,8 14 15 18 20 24 26 27 33 35 36,説明資料,https://www.release.tdnet.info/inbs/140120260212557758.pdf
20260213,16:00,6571,キュービーネットHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553430.pdf"", ""2026年6月期 第2四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/6571_1600_キュービーネットHD_2026年6月期 第2四半期決算説明資料.pdf"", ""2026年6月期 第2四半期決算説明資料"")",価格改定 大幅 計画を上 需要回復 値上,11,4 5 6 7 9 11 14 17 22 23 30,説明資料,https://www.release.tdnet.info/inbs/140120260210553430.pdf
20260213,15:30,290A,G-Syns,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561229.pdf"", ""2025年12月期通期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/290A_1530_G-Syns_2025年12月期通期決算説明資料.pdf"", ""2025年12月期通期決算説明資料"")",増産 大幅,10,5 6 18 23 25 26 28 30 32 56,説明資料,https://www.release.tdnet.info/inbs/140120260213561229.pdf
20260213,15:30,4450,G-PSOL,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213559732.pdf"", ""2025年12月期決算説明資料(事業計画および成長可能性資料)"")","=HYPERLINK(""pdf_tmp/20260213/4450_1530_G-PSOL_2025年12月期決算説明資料(事業計画および成長可能性資料).pdf"", ""2025年12月期決算説明資料(事業計画および成長可能性資料)"")",上方修正 大幅 計画を上 悪化,10,3 4 8 12 17 36 66 67 68 71,事業計画,https://www.release.tdnet.info/inbs/140120260213559732.pdf
20260213,15:30,4932,アルマード,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212558560.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/4932_1530_アルマード_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",下方修正 未達 大幅 計画を上 計画を下 計画以 悪化,10,2 3 5 6 7 8 9 14 15 16,説明資料,https://www.release.tdnet.info/inbs/140120260212558560.pdf
20260213,15:30,7685,G-BUYSELL,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561096.pdf"", ""2025年12月期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/7685_1530_G-BUYSELL_2025年12月期 決算説明資料.pdf"", ""2025年12月期 決算説明資料"")",上方修正 大幅 計画を上 シェア拡大 値上,10,2 5 7 10 11 16 35 39 52 76,説明資料,https://www.release.tdnet.info/inbs/140120260213561096.pdf
20260213,15:30,268A,リガク,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561780.pdf"", ""2025年12月期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/268A_1530_リガク_2025年12月期決算説明資料.pdf"", ""2025年12月期決算説明資料"")",大幅 悪化 未達 シェア拡大 増産 値上,9,2 5 6 7 8 9 10 17 19,説明資料,https://www.release.tdnet.info/inbs/140120260213561780.pdf
20260213,15:30,298A,G-GVATECH,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213560964.pdf"", ""2025年12月期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/298A_1530_G-GVATECH_2025年12月期決算説明資料.pdf"", ""2025年12月期決算説明資料"")",大幅 未達,9,2 13 15 25 26 47 50 51 58,説明資料,https://www.release.tdnet.info/inbs/140120260213560964.pdf
20260213,16:00,3968,セグエ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561524.pdf"", ""2025年12月期決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260213/3968_1600_セグエ_2025年12月期決算補足説明資料.pdf"", ""2025年12月期決算補足説明資料"")",大幅 上方修正,9,2 4 5 7 8 9 12 15 16,説明資料,https://www.release.tdnet.info/inbs/140120260213561524.pdf
20260213,15:30,4168,G-ヤプリ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554849.pdf"", ""2025年12月期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/4168_1530_G-ヤプリ_2025年12月期 決算説明資料.pdf"", ""2025年12月期 決算説明資料"")",大幅 上方修正 悪化,9,14 19 25 29 32 33 44 46 56,説明資料,https://www.release.tdnet.info/inbs/140120260210554849.pdf
20260213,15:30,6232,G-ACSL,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561909.pdf"", ""事業計画及び成長可能性に関する事項"")","=HYPERLINK(""pdf_tmp/20260213/6232_1530_G-ACSL_事業計画及び成長可能性に関する事項.pdf"", ""事業計画及び成長可能性に関する事項"")",大幅 未達 需要が低 悪化,9,25 26 27 28 30 31 43 50 53,事業計画,https://www.release.tdnet.info/inbs/140120260213561909.pdf
20260213,15:30,8769,ARM,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260204547845.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/8769_1530_ARM_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",大幅 価格改定,9,6 11 14 16 18 19 21 23 31,説明資料,https://www.release.tdnet.info/inbs/140120260204547845.pdf
20260213,15:30,9621,建設技研,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561557.pdf"", ""第63期期末決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/9621_1530_建設技研_第63期期末決算説明資料.pdf"", ""第63期期末決算説明資料"")",未達 計画を上 大幅 上方修正,9,6 11 17 18 22 23 26 29 31,説明資料,https://www.release.tdnet.info/inbs/140120260213561557.pdf
20260213,15:30,3445,RSTECH,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561971.pdf"", ""2025年12月期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/3445_1530_RSTECH_2025年12月期 決算説明資料.pdf"", ""2025年12月期 決算説明資料"")",増産 需要回復 シェア拡大 大幅,8,4 6 14 26 27 36 50 51,説明資料,https://www.release.tdnet.info/inbs/140120260213561971.pdf
20260213,15:31,352A,G-LOIVE,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561734.pdf"", ""2026年3月期第3四半期 決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260213/352A_1531_G-LOIVE_2026年3月期第3四半期 決算説明会資料.pdf"", ""2026年3月期第3四半期 決算説明会資料"")",未達 下方修正 シェア拡大 大幅,8,13 15 16 18 24 25 27 29,その他,https://www.release.tdnet.info/inbs/140120260213561734.pdf
20260213,15:30,4179,G-ジーネクスト,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212557708.pdf"", ""2026年3月期第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/4179_1530_G-ジーネクスト_2026年3月期第3四半期決算説明資料.pdf"", ""2026年3月期第3四半期決算説明資料"")",値上 未達 大幅 価格改定 想定以上,8,8 9 16 17 21 37 41 71,説明資料,https://www.release.tdnet.info/inbs/140120260212557708.pdf
20260213,16:00,5256,G-Fusic,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561874.pdf"", ""2026年6月期第2四半期決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260213/5256_1600_G-Fusic_2026年6月期第2四半期決算補足説明資料.pdf"", ""2026年6月期第2四半期決算補足説明資料"")",大幅 シェア拡大,8,10 13 17 23 24 25 28 29,説明資料,https://www.release.tdnet.info/inbs/140120260213561874.pdf
20260213,15:30,6232,G-ACSL,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561883.pdf"", ""2025年12月期 通期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/6232_1530_G-ACSL_2025年12月期 通期決算説明資料.pdf"", ""2025年12月期 通期決算説明資料"")",大幅 未達,8,7 8 9 10 12 13 24 35,説明資料,https://www.release.tdnet.info/inbs/140120260213561883.pdf
20260213,15:30,6310,井関農,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561313.pdf"", ""2025年12月期 決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260213/6310_1530_井関農_2025年12月期 決算補足説明資料.pdf"", ""2025年12月期 決算補足説明資料"")",大幅 価格改定 悪化,8,2 5 6 8 9 10 11 17,説明資料,https://www.release.tdnet.info/inbs/140120260213561313.pdf
20260213,15:30,6568,G-神戸天然物化学,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213559125.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/6568_1530_G-神戸天然物化学_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",想定以上 上方修正 悪化 需要回復 大幅,8,2 4 5 6 7 12 15 16,説明資料,https://www.release.tdnet.info/inbs/140120260213559125.pdf
20260213,15:30,7044,ピアラ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212558807.pdf"", ""2025年12月期 通期決算補足資料"")","=HYPERLINK(""pdf_tmp/20260213/7044_1530_ピアラ_2025年12月期 通期決算補足資料.pdf"", ""2025年12月期 通期決算補足資料"")",大幅 未達 悪化 シェア拡大,8,8 9 14 16 26 33 44 55,その他,https://www.release.tdnet.info/inbs/140120260212558807.pdf
20260213,15:30,7354,DmMiX,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561074.pdf"", ""2025年12月期通期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/7354_1530_DmMiX_2025年12月期通期決算説明資料.pdf"", ""2025年12月期通期決算説明資料"")",価格交渉 大幅 価格転嫁 上方修正 計画を上 シェア拡大 未達,8,4 5 6 12 18 52 53 54,説明資料,https://www.release.tdnet.info/inbs/140120260213561074.pdf
20260213,15:30,2429,ワールドHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213560542.pdf"", ""2025年12月期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/2429_1530_ワールドHD_2025年12月期決算説明資料.pdf"", ""2025年12月期決算説明資料"")",大幅 計画を上 計画を下,7,4 8 19 23 27 29 32,説明資料,https://www.release.tdnet.info/inbs/140120260213560542.pdf
20260213,15:30,248A,G-キッズスター,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213560653.pdf"", ""2025年12月期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/248A_1530_G-キッズスター_2025年12月期決算説明資料.pdf"", ""2025年12月期決算説明資料"")",計画を上 大幅 計画を下 未達,7,2 8 10 11 14 19 27,説明資料,https://www.release.tdnet.info/inbs/140120260213560653.pdf
20260213,14:00,2501,サッポロHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212558122.pdf"", ""2025年12月期 決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260213/2501_1400_サッポロHD_2025年12月期 決算短信〔IFRS〕(連結).pdf"", ""2025年12月期 決算短信〔IFRS〕(連結)"")",価格改定 悪化 需要が低 需要回復,7,5 6 7 10 11 32 37,決算短信,https://www.release.tdnet.info/inbs/140120260212558122.pdf
20260213,15:40,2931,ユーグレナ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213560427.pdf"", ""2025年12月期通期決算説明および今後の展望"")","=HYPERLINK(""pdf_tmp/20260213/2931_1540_ユーグレナ_2025年12月期通期決算説明および今後の展望.pdf"", ""2025年12月期通期決算説明および今後の展望"")",大幅 未達 価格改定 価格転嫁,7,2 7 8 9 21 29 47,その他,https://www.release.tdnet.info/inbs/140120260213560427.pdf
20260213,15:30,3486,グローバルリンクM,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561577.pdf"", ""2025年12月期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/3486_1530_グローバルリンクM_2025年12月期決算説明資料.pdf"", ""2025年12月期決算説明資料"")",計画を上 想定以上 上方修正 価格交渉 価格転嫁 悪化,7,5 6 7 8 13 32 33,説明資料,https://www.release.tdnet.info/inbs/140120260213561577.pdf
20260213,12:00,3979,G-うるる,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212558013.pdf"", ""2026年3月期 第3四半期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/3979_1200_G-うるる_2026年3月期 第3四半期 決算説明資料.pdf"", ""2026年3月期 第3四半期 決算説明資料"")",大幅 計画を下 価格改定 シェア拡大,7,9 10 20 21 25 52 60,説明資料,https://www.release.tdnet.info/inbs/140120260212558013.pdf
20260213,15:30,4004,レゾナックHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561274.pdf"", ""2025年12月期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/4004_1530_レゾナックHD_2025年12月期決算説明資料.pdf"", ""2025年12月期決算説明資料"")",需要の回復 値上 悪化 大幅 価格改定,7,10 13 14 18 20 25 41,説明資料,https://www.release.tdnet.info/inbs/140120260213561274.pdf
20260213,16:00,4395,G-アクリート,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561331.pdf"", ""2025年12月期 決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260213/4395_1600_G-アクリート_2025年12月期 決算補足説明資料.pdf"", ""2025年12月期 決算補足説明資料"")",大幅 計画を上 シェア拡大,7,3 4 5 6 9 10 11,説明資料,https://www.release.tdnet.info/inbs/140120260213561331.pdf
20260213,12:00,4681,リゾートトラ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213559247.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/4681_1200_リゾートトラ_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",計画を上 値上 価格改定,7,3 4 5 14 18 24 31,説明資料,https://www.release.tdnet.info/inbs/140120260213559247.pdf
20260213,16:00,4935,リベルタ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561775.pdf"", ""2025年12月期通期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/4935_1600_リベルタ_2025年12月期通期決算説明資料.pdf"", ""2025年12月期通期決算説明資料"")",未達 計画を上 計画を下 大幅 計画以 価格改定,7,17 18 21 22 27 28 57,説明資料,https://www.release.tdnet.info/inbs/140120260213561775.pdf
20260213,16:15,5258,G-TMN,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205548314.pdf"", ""2026年3月期第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/5258_1615_G-TMN_2026年3月期第3四半期決算説明資料.pdf"", ""2026年3月期第3四半期決算説明資料"")",未達 大幅 下方修正 悪化,7,7 9 15 17 46 49 51,説明資料,https://www.release.tdnet.info/inbs/140120260205548314.pdf
20260213,15:40,6361,荏原製,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212557937.pdf"", ""長期ビジョン「E-Vision2035」及び中期経営計画「E-Plan2028」策定に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260213/6361_1540_荏原製_長期ビジョン「E-Vision2035」及び中期経営計画「E-Plan2028」策定に関するお知らせ.pdf"", ""長期ビジョン「E-Vision2035」及び中期経営計画「E-Plan2028」策定に関するお知らせ"")",増産 トップシェア シェア拡大,7,25 29 33 34 37 40 41,その他,https://www.release.tdnet.info/inbs/140120260212557937.pdf
20260213,16:00,6464,ツバキ・ナカシマ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213561587.pdf"", ""2025年12月期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/6464_1600_ツバキ・ナカシマ_2025年12月期決算説明資料.pdf"", ""2025年12月期決算説明資料"")",大幅 想定以上 未達 価格転嫁,7,9 10 12 17 18 19 31,説明資料,https://www.release.tdnet.info/inbs/140120260213561587.pdf
20260213,16:00,6561,G-HANATOUR,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212558719.pdf"", ""2025年12月期 決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260213/6561_1600_G-HANATOUR_2025年12月期 決算補足説明資料.pdf"", ""2025年12月期 決算補足説明資料"")",需要回復 需要の回復 悪化 シェア拡大,7,4 7 10 18 22 29 31,説明資料,https://www.release.tdnet.info/inbs/140120260212558719.pdf
20260213,15:30,6914,オプテックスグループ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260213560105.pdf"", ""2025年12月期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/6914_1530_オプテックスグループ_2025年12月期 決算説明資料.pdf"", ""2025年12月期 決算説明資料"")",大幅 価格改定 シェア拡大 需要回復 トップシェア,7,4 8 10 14 18 21 48,説明資料,https://www.release.tdnet.info/inbs/140120260213560105.pdf
20260213,15:30,7119,G-ハルメクHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212555621.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260213/7119_1530_G-ハルメクHD_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",値上 大幅 想定以上,7,5 7 10 16 36 38 39,説明資料,https://www.release.tdnet.info/inbs/140120260212555621.pdf
