日付,コード,会社名,分類,表題（リンク_TDnet）,表題（リンク_ローカル）,価格交渉,増産,価格改定,価格転嫁,値上,想定以上,上方修正,下方修正,想定以下,未達,大幅,計画を上,計画を下,計画以,需要回復,需要の回復,需要が増,需要が低,悪化,グローバルニッチトップ,トップシェア,シェア拡大,レアアース,URL（生）
20260424,8892,エスコン,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260424510226.pdf"", ""2026年3月期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260424/8892_1530_エスコン_2026年3月期決算説明資料.pdf"", ""2026年3月期決算説明資料"")",,,,,,,21,,,,9 31,8 21,8,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260424510226.pdf
20260424,1814,大末建,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260424509841.pdf"", ""中長期経営計画の更新に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260424/1814_1500_大末建_中長期経営計画の更新に関するお知らせ.pdf"", ""中長期経営計画の更新に関するお知らせ"")",1,,,,,6,,,,,,,,11,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260424509841.pdf
20260424,3891,高度紙,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260423508761.pdf"", ""2026年3月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260424/3891_1400_高度紙_2026年3月期 決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 決算短信〔日本基準〕(連結)"")",,,,6,,,,,,,,,,,,,4,,,6,,,,https://www.release.tdnet.info/inbs/140120260423508761.pdf
20260424,3941,レンゴー,予想の修正,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260423509630.pdf"", ""減損損失(連結)の計上および業績予想の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260424/3941_1530_レンゴー_減損損失(連結)の計上および業績予想の修正に関するお知らせ.pdf"", ""減損損失(連結)の計上および業績予想の修正に関するお知らせ"")",,,,,,,,,,,1,,1,,,,,,1 2,,,,,https://www.release.tdnet.info/inbs/140120260423509630.pdf
20260424,5609,日鋳造,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260409501168.pdf"", ""2026年3月期 決算短信〔日本基準〕(非連結)"")","=HYPERLINK(""pdf_tmp/20260424/5609_1530_日鋳造_2026年3月期 決算短信〔日本基準〕(非連結).pdf"", ""2026年3月期 決算短信〔日本基準〕(非連結)"")",,4,4,,,,,,,,4,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260409501168.pdf
20260424,7388,FPパートナー,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260422508476.pdf"", ""2026年11月期 第1四半期決算に関する質疑応答集"")","=HYPERLINK(""pdf_tmp/20260424/7388_1530_FPパートナー_2026年11月期 第1四半期決算に関する質疑応答集.pdf"", ""2026年11月期 第1四半期決算に関する質疑応答集"")",,,,,,,,,,2,1 3,,,,,,,,1,,,,,https://www.release.tdnet.info/inbs/140120260422508476.pdf
20260424,8707,岩井コスモ,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260423509517.pdf"", ""2026年3月期 決算短信[日本基準](連結)"")","=HYPERLINK(""pdf_tmp/20260424/8707_1500_岩井コスモ_2026年3月期 決算短信[日本基準](連結).pdf"", ""2026年3月期 決算短信[日本基準](連結)"")",,,,,,4,,,,,4,,,,,,,,4,,,,,https://www.release.tdnet.info/inbs/140120260423509517.pdf
20260424,1972,三晃金,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260423509582.pdf"", ""2026年3月期決算短信(日本基準)(非連結)"")","=HYPERLINK(""pdf_tmp/20260424/1972_1500_三晃金_2026年3月期決算短信(日本基準)(非連結).pdf"", ""2026年3月期決算短信(日本基準)(非連結)"")",,,,6,,,,,,,,,,,,,,,6,,,,,https://www.release.tdnet.info/inbs/140120260423509582.pdf
20260424,4933,Ine,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260424510571.pdf"", ""特別調査委員会の調査報告書受領に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260424/4933_1730_Ine_特別調査委員会の調査報告書受領に関するお知らせ.pdf"", ""特別調査委員会の調査報告書受領に関するお知らせ"")",,,,,,,,,,,78,,55,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260424510571.pdf
20260424,4956,コニシ,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260424509834.pdf"", ""2026年3月期 決算短信〔連結・日本基準〕"")","=HYPERLINK(""pdf_tmp/20260424/4956_1130_コニシ_2026年3月期 決算短信〔連結・日本基準〕.pdf"", ""2026年3月期 決算短信〔連結・日本基準〕"")",,,,,,,,,,,,,,,,6,,,4 6,,,,,https://www.release.tdnet.info/inbs/140120260424509834.pdf
20260424,4973,高純度化,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260424510193.pdf"", ""2026年3月期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260424/4973_1400_高純度化_2026年3月期 決算説明資料.pdf"", ""2026年3月期 決算説明資料"")",,,,,,,,,,,,13,,,9,,,,,,,,,https://www.release.tdnet.info/inbs/140120260424510193.pdf
20260424,5609,日鋳造,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260421507323.pdf"", ""特別損失の計上および通期業績予想との差異(上方修正)に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260424/5609_1530_日鋳造_特別損失の計上および通期業績予想との差異(上方修正)に関するお知らせ.pdf"", ""特別損失の計上および通期業績予想との差異(上方修正)に関するお知らせ"")",,,,,,,1,,,,1,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260421507323.pdf
