日付,コード,会社名,分類,表題（リンク_TDnet）,表題（リンク_ローカル）,価格交渉,増産,価格改定,価格転嫁,値上,想定以上,上方修正,下方修正,想定以下,未達,大幅,計画を上,計画を下,計画以,需要回復,需要の回復,需要が増,需要が低,悪化,グローバルニッチトップ,トップシェア,シェア拡大,レアアース,URL（生）
20260312,6737,EIZO,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260312580571.pdf"", ""中期経営計画の数値目標の見直しに関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260312/6737_1530_EIZO_中期経営計画の数値目標の見直しに関するお知らせ.pdf"", ""中期経営計画の数値目標の見直しに関するお知らせ"")",,,,,,,,4 5,,4,1 5,,1 5,,1,,,,1 5 6,,,4,,https://www.release.tdnet.info/inbs/140120260312580571.pdf
20260312,215A,G-タイミー,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260312580477.pdf"", ""2026年4月期 第1四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260312/215A_1530_G-タイミー_2026年4月期 第1四半期決算説明資料.pdf"", ""2026年4月期 第1四半期決算説明資料"")",,,,,,61,11 12,,,,5 8 11 16 19 62 65,8 19,,8 10,,,,,,,,17,,https://www.release.tdnet.info/inbs/140120260312580477.pdf
20260312,2266,六甲バター,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260311579566.pdf"", ""2025年12月期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260312/2266_1600_六甲バター_2025年12月期決算説明資料.pdf"", ""2025年12月期決算説明資料"")",,,9 11 12 21 22,,9 42,,,,,,11,,,,,,,,12,,,,,https://www.release.tdnet.info/inbs/140120260311579566.pdf
20260312,3474,G-G-FAC,事業計画,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260220566257.pdf"", ""事業計画及び成長可能性に関する事項"")","=HYPERLINK(""pdf_tmp/20260312/3474_1530_G-G-FAC_事業計画及び成長可能性に関する事項.pdf"", ""事業計画及び成長可能性に関する事項"")",,,,,,,,,,,33 35,,,,,48,,,63 64,,,18,,https://www.release.tdnet.info/inbs/140120260220566257.pdf
20260312,7244,市光工,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260311580042.pdf"", ""2025年12月期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260312/7244_1500_市光工_2025年12月期決算説明資料.pdf"", ""2025年12月期決算説明資料"")",,,8,5 7 8 16,,18,,,,6,,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260311580042.pdf
20260312,2751,テンポスHD,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260311579473.pdf"", ""2026年4月期 第3四半期 会社説明資料"")","=HYPERLINK(""pdf_tmp/20260312/2751_1000_テンポスHD_2026年4月期 第3四半期 会社説明資料.pdf"", ""2026年4月期 第3四半期 会社説明資料"")",,,3 13,,,,,,,,8,,,,,,,,,,4,,,https://www.release.tdnet.info/inbs/140120260311579473.pdf
20260312,3556,G-リネットジャパン,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260312580474.pdf"", ""第三者割当による第25回新株予約権(行使価額修正条項付)の発行に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260312/3556_1615_G-リネットジャパン_第三者割当による第25回新株予約権(行使価額修正条項付)の発行に関するお知らせ.pdf"", ""第三者割当による第25回新株予約権(行使価額修正条項付)の発行に関するお知らせ"")",,,,,,,,18,,,,,,,,,,,3,,,5,,https://www.release.tdnet.info/inbs/140120260312580474.pdf
20260312,4934,G-Pアンチエイジ,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260312580527.pdf"", ""2026年7月期第2四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260312/4934_1530_G-Pアンチエイジ_2026年7月期第2四半期決算説明資料.pdf"", ""2026年7月期第2四半期決算説明資料"")",,,,,,,,,,,35,4 6 10 13,4 6 10,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260312580527.pdf
20260312,5572,G-リッジアイ,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260312580299.pdf"", ""2026年7月期 第2四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260312/5572_1700_G-リッジアイ_2026年7月期 第2四半期決算説明資料.pdf"", ""2026年7月期 第2四半期決算説明資料"")",,,,,,2,2 6 7 8 25,,,,2 6 14 24,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260312580299.pdf
20260312,6184,鎌倉新書,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260312580324.pdf"", ""2026年1月期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260312/6184_1500_鎌倉新書_2026年1月期 決算説明資料.pdf"", ""2026年1月期 決算説明資料"")",,,,,,,,,,5 19,5 9 11 13 15 37,,,,,,,,,,,39,,https://www.release.tdnet.info/inbs/140120260312580324.pdf
20260312,6358,酒井重,予想の修正,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260311579852.pdf"", ""2026年3月期通期連結業績予想の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260312/6358_1430_酒井重_2026年3月期通期連結業績予想の修正に関するお知らせ.pdf"", ""2026年3月期通期連結業績予想の修正に関するお知らせ"")",,,,,,,1,1,,,,,,,1,,,,,,,,,https://www.release.tdnet.info/inbs/140120260311579852.pdf
20260312,7095,MacbeeP,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260312580521.pdf"", ""2026年4月期 第3四半期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260312/7095_1530_MacbeeP_2026年4月期 第3四半期 決算説明資料.pdf"", ""2026年4月期 第3四半期 決算説明資料"")",,,,,,,,,,4,4,,,,,,,,,,,12,,https://www.release.tdnet.info/inbs/140120260312580521.pdf
