日付,コード,会社名,分類,表題（リンク_TDnet）,表題（リンク_ローカル）,価格交渉,増産,価格改定,価格転嫁,値上,想定以上,上方修正,下方修正,想定以下,未達,大幅,計画を上,計画を下,計画以,需要回復,需要の回復,需要が増,需要が低,悪化,グローバルニッチトップ,トップシェア,シェア拡大,レアアース,URL（生）
20260916,5388,クニミネ工業,予想の修正,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260916536930.pdf"", ""業績予想の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260916/5388_1530_クニミネ工業_業績予想の修正に関するお知らせ.pdf"", ""業績予想の修正に関するお知らせ"")",,,,,,,,,,,,1,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260916536930.pdf
20260916,619A,オリバー,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260915536762.pdf"", ""東京証券取引所スタンダード市場への上場に伴う当社決算情報等のお知らせ"")","=HYPERLINK(""pdf_tmp/20260916/619A_0800_オリバー_東京証券取引所スタンダード市場への上場に伴う当社決算情報等のお知らせ.pdf"", ""東京証券取引所スタンダード市場への上場に伴う当社決算情報等のお知らせ"")",,,,,,,,,,,,,,,,,,,,,,7,,https://www.release.tdnet.info/inbs/140120260915536762.pdf
20260916,621A,G-オーディオS,事業計画,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260910533875.pdf"", ""事業計画及び成長可能性に関する事項"")","=HYPERLINK(""pdf_tmp/20260916/621A_0800_G-オーディオS_事業計画及び成長可能性に関する事項.pdf"", ""事業計画及び成長可能性に関する事項"")",16,,,,,,,,,,,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260910533875.pdf
20260916,9166,G-GENDA,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260916537054.pdf"", ""GENDA 売上進捗レポート発行に関するお知らせ【2026年9月】"")","=HYPERLINK(""pdf_tmp/20260916/9166_1530_G-GENDA_GENDA 売上進捗レポート発行に関するお知らせ【2026年9月】.pdf"", ""GENDA 売上進捗レポート発行に関するお知らせ【2026年9月】"")",,,,,,2,,,,,,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260916537054.pdf
