日付,コード,会社名,分類,表題（リンク_TDnet）,表題（リンク_ローカル）,価格交渉,増産,価格改定,価格転嫁,値上,想定以上,上方修正,下方修正,想定以下,未達,大幅,計画を上,計画を下,計画以,需要回復,需要の回復,需要が増,需要が低,悪化,グローバルニッチトップ,トップシェア,シェア拡大,レアアース,URL（生）
20260617,3480,ジェイ・エス・ビー,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260617572298.pdf"", ""2026年10月期 第2四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260617/3480_1600_ジェイ・エス・ビー_2026年10月期 第2四半期決算説明資料.pdf"", ""2026年10月期 第2四半期決算説明資料"")",,,,5,,,,,,17,40,12,,,,,40,,,,,31,,https://www.release.tdnet.info/inbs/140120260617572298.pdf
20260617,460A,G-BRANU,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260617572743.pdf"", ""2026年10月期第2四半期決算説明会書き起こしおよび動画公開のお知らせ"")","=HYPERLINK(""pdf_tmp/20260617/460A_1500_G-BRANU_2026年10月期第2四半期決算説明会書き起こしおよび動画公開のお知らせ.pdf"", ""2026年10月期第2四半期決算説明会書き起こしおよび動画公開のお知らせ"")",,,,,10,,,,,6,10 11,14 26 27,,15,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260617572743.pdf
20260617,3451,R-トーセイ・リート,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260617572838.pdf"", ""2026年4月期(第23期)決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260617/3451_1600_R-トーセイ・リート_2026年4月期(第23期)決算説明会資料.pdf"", ""2026年4月期(第23期)決算説明会資料"")",,,,,,25,23 24,,,,8 11,,,,,,,,5 17 23 25,,,,,https://www.release.tdnet.info/inbs/140120260617572838.pdf
20260617,7374,G-コンフィデンスI,事業計画,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260615570306.pdf"", ""事業計画及び成長可能性に関する事項"")","=HYPERLINK(""pdf_tmp/20260617/7374_1530_G-コンフィデンスI_事業計画及び成長可能性に関する事項.pdf"", ""事業計画及び成長可能性に関する事項"")",,,,,,,42,42,,,,,,,,,,,61,,,34,,https://www.release.tdnet.info/inbs/140120260615570306.pdf
20260617,9238,G-バリューC,事業計画,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260611568771.pdf"", ""事業計画及び成長可能性に関するご説明資料"")","=HYPERLINK(""pdf_tmp/20260617/9238_1530_G-バリューC_事業計画及び成長可能性に関するご説明資料.pdf"", ""事業計画及び成長可能性に関するご説明資料"")",38,,,,,,,,,,39 46 66,,,,,,,,64,,,,,https://www.release.tdnet.info/inbs/140120260611568771.pdf
20260617,3476,R-投資法人みらい,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260617572546.pdf"", ""2026年4月期 決算短信(REIT)"")","=HYPERLINK(""pdf_tmp/20260617/3476_1630_R-投資法人みらい_2026年4月期 決算短信(REIT).pdf"", ""2026年4月期 決算短信(REIT)"")",,,,,,,,,,,4 5,,,,,,,,4 5,,,,,https://www.release.tdnet.info/inbs/140120260617572546.pdf
20260617,5134,G-POPER,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260608565663.pdf"", ""2026年10月期 第2四半期(中間期)決算説明会 スクリプト"")","=HYPERLINK(""pdf_tmp/20260617/5134_1530_G-POPER_2026年10月期 第2四半期(中間期)決算説明会 スクリプト.pdf"", ""2026年10月期 第2四半期(中間期)決算説明会 スクリプト"")",,,,,,,,,,,15,,,,,,,,,,,3 7,,https://www.release.tdnet.info/inbs/140120260608565663.pdf
20260617,5134,G-POPER,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260608565664.pdf"", ""2026年10月期 第2四半期(中間期)決算説明会 質疑応答要旨の公開のお知らせ"")","=HYPERLINK(""pdf_tmp/20260617/5134_1530_G-POPER_2026年10月期 第2四半期(中間期)決算説明会 質疑応答要旨の公開のお知らせ.pdf"", ""2026年10月期 第2四半期(中間期)決算説明会 質疑応答要旨の公開のお知らせ"")",,,,,,,,,,,,,,,,,,,3,,,2,,https://www.release.tdnet.info/inbs/140120260608565664.pdf
20260617,7687,G-ミクリード,事業計画,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260616571820.pdf"", ""事業計画及び成長可能性に関する事項"")","=HYPERLINK(""pdf_tmp/20260617/7687_1600_G-ミクリード_事業計画及び成長可能性に関する事項.pdf"", ""事業計画及び成長可能性に関する事項"")",,,,,20,,,,,,37,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260616571820.pdf
20260617,1401,G-エムビーエス,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260616572172.pdf"", ""当社独自技術と村田製作所のRFID技術を組み合わせた「状態・異常検知システム及び検知方法」に関する共同開発、特許出願及び今後の事業展開に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260617/1401_0830_G-エムビーエス_当社独自技術と村田製作所のRFID技術を組み合わせた「状態・異常検知システム及び検知方法」に関する共同開発、特許出願及び今後の事業展開に関するお知ら.pdf"", ""当社独自技術と村田製作所のRFID技術を組み合わせた「状態・異常検知システム及び検知方法」に関する共同開発、特許出願及び今後の事業展開に関するお知らせ"")",,,,,,,,,,,2,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260616572172.pdf
