日付,コード,会社名,分類,表題（リンク_TDnet）,表題（リンク_ローカル）,価格交渉,増産,価格改定,価格転嫁,値上,想定以上,上方修正,下方修正,想定以下,未達,大幅,計画を上,計画を下,計画以,需要回復,需要の回復,需要が増,需要が低,悪化,グローバルニッチトップ,トップシェア,シェア拡大,レアアース,URL（生）
20260512,4202,ダイセル,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260512524830.pdf"", ""2026年3月期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260512/4202_1320_ダイセル_2026年3月期 決算説明資料.pdf"", ""2026年3月期 決算説明資料"")",,15 16 17,,13 24 26,19,,,,,,15 19,,,,,12,,,2 14 19 20 21 23 35,,,27,,https://www.release.tdnet.info/inbs/140120260512524830.pdf
20260512,4951,エステー,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260511523866.pdf"", ""2026年3月期 決算説明会"")","=HYPERLINK(""pdf_tmp/20260512/4951_1330_エステー_2026年3月期 決算説明会.pdf"", ""2026年3月期 決算説明会"")",,,3 24 33,,9 13 18,,,20,,21 23 24 25 26 28 32 33,23 31 33,,24,,,,,,20 40,,,,,https://www.release.tdnet.info/inbs/140120260511523866.pdf
20260512,2871,ニチレイ,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260512524833.pdf"", ""2026年3月期 期末決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260512/2871_1530_ニチレイ_2026年3月期 期末決算説明会資料.pdf"", ""2026年3月期 期末決算説明会資料"")",,,6 11 13 27 28 30 32,,,,2 19,2 11 19,,5 6,28 33 39,,,,,,,,27,,,,,https://www.release.tdnet.info/inbs/140120260512524833.pdf
20260512,3407,旭化成,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260512524226.pdf"", ""2025年度決算説明資料"")","=HYPERLINK(""pdf_tmp/20260512/3407_1230_旭化成_2025年度決算説明資料.pdf"", ""2025年度決算説明資料"")",,,,,9,,,,,,2 12 17 21,,,,34,,7,,6 15 23 33 39 51,,,31 34,,https://www.release.tdnet.info/inbs/140120260512524226.pdf
20260512,4452,花王,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260511522987.pdf"", ""2026年12月期 第1四半期決算短信〔IFRS会計基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260512/4452_1530_花王_2026年12月期 第1四半期決算短信〔IFRS会計基準〕(連結).pdf"", ""2026年12月期 第1四半期決算短信〔IFRS会計基準〕(連結)"")",,,6 7,7,,,,,,,6,7,,,,,,,6,,,6,,https://www.release.tdnet.info/inbs/140120260511522987.pdf
20260512,6367,ダイキン工,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260511523610.pdf"", ""2026年3月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260512/6367_1530_ダイキン工_2026年3月期 決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 決算短信〔日本基準〕(連結)"")",,,,8,,,,,,,,,22,,5,6,,5,,,,5,,https://www.release.tdnet.info/inbs/140120260511523610.pdf
20260512,7245,大同メタル,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260506517389.pdf"", ""2026年3月期 通期 決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260512/7245_1300_大同メタル_2026年3月期 通期 決算補足説明資料.pdf"", ""2026年3月期 通期 決算補足説明資料"")",,,11 13 14,2 4 6,,,,,,,,,14,,,2 11 17,,,14,,,11,,https://www.release.tdnet.info/inbs/140120260506517389.pdf
20260512,3066,JBイレブン,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260424510377.pdf"", ""2026年3月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260512/3066_1500_JBイレブン_2026年3月期 決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 決算短信〔日本基準〕(連結)"")",12,,,6 12,4,,,,,,6 9,,,,,,,,4 7 9,,,,,https://www.release.tdnet.info/inbs/140120260424510377.pdf
20260512,4911,資生堂,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260508520381.pdf"", ""2026年 第1四半期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260512/4911_1530_資生堂_2026年 第1四半期 決算説明資料.pdf"", ""2026年 第1四半期 決算説明資料"")",,,,,3 7 11 13 20,,19 25,3 19 25,,,7 8,,,,,,,,3 6 8 19 20,,,,,https://www.release.tdnet.info/inbs/140120260508520381.pdf
20260512,5142,アキレス,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260511522824.pdf"", ""2026年3月期 決算概要"")","=HYPERLINK(""pdf_tmp/20260512/5142_1400_アキレス_2026年3月期 決算概要.pdf"", ""2026年3月期 決算概要"")",,,7 13 14,,,,,,,,4 7,13,,,,,,,7,,,17,,https://www.release.tdnet.info/inbs/140120260511522824.pdf
