日付,コード,会社名,分類,表題（リンク_TDnet）,表題（リンク_ローカル）,価格交渉,増産,価格改定,価格転嫁,値上,想定以上,上方修正,下方修正,想定以下,未達,大幅,計画を上,計画を下,計画以,需要回復,需要の回復,需要が増,需要が低,悪化,グローバルニッチトップ,トップシェア,シェア拡大,レアアース,URL（生）
20260406,5233,太平洋セメ,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260406598604.pdf"", ""(訂正)「26中期経営計画の振り返りと今後の方針」公表資料の一部訂正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260406/5233_1100_太平洋セメ_(訂正)「26中期経営計画の振り返りと今後の方針」公表資料の一部訂正に関するお知らせ.pdf"", ""(訂正)「26中期経営計画の振り返りと今後の方針」公表資料の一部訂正に関するお知らせ"")",,,,10,7 10,15,,,,6,9,,,,11,11,,,,,,,,https://www.release.tdnet.info/inbs/140120260406598604.pdf
20260406,2685,アンドエスティHD,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260406598846.pdf"", ""2026年2月期 決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260406/2685_1530_アンドエスティHD_2026年2月期 決算説明会資料.pdf"", ""2026年2月期 決算説明会資料"")",,,,,27,,,,,4 7 20,26,21,6,7,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260406598846.pdf
20260406,1878,大東建,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260403598429.pdf"", ""株式会社THE グローバル社(証券コード3271)に対する公開買付けの開始に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260406/1878_1635_大東建_株式会社THE グローバル社(証券コード3271)に対する公開買付けの開始に関するお知らせ.pdf"", ""株式会社THE グローバル社(証券コード3271)に対する公開買付けの開始に関するお知らせ"")",,,,,,,,,,,19 31,,,,,,,,15 22,,,8,,https://www.release.tdnet.info/inbs/140120260403598429.pdf
20260406,3271,グロバル社,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260406598899.pdf"", ""大東建託株式会社による当社株式に対する公開買付けに関する賛同の意見表明及び応募の推奨のお知らせ"")","=HYPERLINK(""pdf_tmp/20260406/3271_1635_グロバル社_大東建託株式会社による当社株式に対する公開買付けに関する賛同の意見表明及び応募の推奨のお知らせ.pdf"", ""大東建託株式会社による当社株式に対する公開買付けに関する賛同の意見表明及び応募の推奨のお知らせ"")",,,,,,,,,,,20 22 55 67,,,,,,,,17 28 51 58,,,9 44,,https://www.release.tdnet.info/inbs/140120260406598899.pdf
20260406,4825,WNIウェザー,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260403598405.pdf"", ""2026年5月期 第3四半期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260406/4825_1530_WNIウェザー_2026年5月期 第3四半期 決算説明資料.pdf"", ""2026年5月期 第3四半期 決算説明資料"")",,,,,,10 11,10 11,,,,15,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260403598405.pdf
20260406,3070,G-ジェリービーンズ,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260406598944.pdf"", ""(訂正・数値データ訂正)「2026年1月期_決算短信[日本基準](連結)」の一部訂正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260406/3070_1530_G-ジェリービーンズ_(訂正・数値データ訂正)「2026年1月期_決算短信[日本基準](連結)」の一部訂正に関するお知らせ.pdf"", ""(訂正・数値データ訂正)「2026年1月期_決算短信[日本基準](連結)」の一部訂正に関するお知らせ"")",,,,,,,25,,,,25,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260406598944.pdf
20260406,3287,R-星野,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260406598843.pdf"", ""ポートフォリオ運営実績に関するお知らせ(2026年2月度)"")","=HYPERLINK(""pdf_tmp/20260406/3287_1530_R-星野_ポートフォリオ運営実績に関するお知らせ(2026年2月度).pdf"", ""ポートフォリオ運営実績に関するお知らせ(2026年2月度)"")",,,,,,,,,,,,,,,,,2,,2,,,,,https://www.release.tdnet.info/inbs/140120260406598843.pdf
20260406,3491,G-GA TECH,説明資料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260406598861.pdf"", ""エスピーシー証券株式会社の株式取得に関する補足説明資料"")","=HYPERLINK(""pdf_tmp/20260406/3491_1530_G-GA TECH_エスピーシー証券株式会社の株式取得に関する補足説明資料.pdf"", ""エスピーシー証券株式会社の株式取得に関する補足説明資料"")",,,,,,,,,,,5,,,,,,,,9,,,,,https://www.release.tdnet.info/inbs/140120260406598861.pdf
20260406,4074,G-ラキール,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260406598900.pdf"", ""中期経営計画「LaKeel 2030」(資料)"")","=HYPERLINK(""pdf_tmp/20260406/4074_1530_G-ラキール_中期経営計画「LaKeel 2030」(資料).pdf"", ""中期経営計画「LaKeel 2030」(資料)"")",,,,,,,,,,,32 33,,,,,,16,,,,,,,https://www.release.tdnet.info/inbs/140120260406598900.pdf
20260406,6474,不二越,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260403598400.pdf"", ""2026年11月期 第1四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260406/6474_1500_不二越_2026年11月期 第1四半期決算短信〔日本基準〕(連結).pdf"", ""2026年11月期 第1四半期決算短信〔日本基準〕(連結)"")",,,,,,,,,,,,,,,,4,4,,,,,,,https://www.release.tdnet.info/inbs/140120260403598400.pdf
