日付,コード,会社名,分類,表題（リンク_TDnet）,表題（リンク_ローカル）,価格交渉,増産,価格改定,価格転嫁,値上,想定以上,上方修正,下方修正,想定以下,未達,大幅,計画を上,計画を下,計画以,需要回復,需要の回復,需要が増,需要が低,悪化,グローバルニッチトップ,トップシェア,シェア拡大,レアアース,URL（生）
20260604,6331,菱化工機,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260604562839.pdf"", ""2026年3月期 決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260604/6331_1230_菱化工機_2026年3月期 決算説明会資料.pdf"", ""2026年3月期 決算説明会資料"")",,32,,,,35,2 35,,,11,2 5 11 13 14 16 20 27 28,2 25,,,,,,,6 8,,31 32,,,https://www.release.tdnet.info/inbs/140120260604562839.pdf
20260604,1447,G-SAAFHD,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260604563239.pdf"", ""株主提案に対する当社取締役会意見に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260604/1447_1630_G-SAAFHD_株主提案に対する当社取締役会意見に関するお知らせ.pdf"", ""株主提案に対する当社取締役会意見に関するお知らせ"")",,,,,,,1,,,,1,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260604563239.pdf
20260604,3172,ティーライフ,予想の修正,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260603561963.pdf"", ""特別損失(減損損失)の計上及び通期連結業績予想の修正並びに期末配当予想の据え置きに関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260604/3172_1500_ティーライフ_特別損失(減損損失)の計上及び通期連結業績予想の修正並びに期末配当予想の据え置きに関するお知らせ.pdf"", ""特別損失(減損損失)の計上及び通期連結業績予想の修正並びに期末配当予想の据え置きに関するお知らせ"")",,,,,,,,,,,,,1,,,,,,1,,,,,https://www.release.tdnet.info/inbs/140120260603561963.pdf
20260604,1945,東京エネシス,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260603562303.pdf"", ""支配株主等に関する事項について"")","=HYPERLINK(""pdf_tmp/20260604/1945_1600_東京エネシス_支配株主等に関する事項について.pdf"", ""支配株主等に関する事項について"")",1 2,,,,,,,,,,,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260603562303.pdf
20260604,302A,G-ビースタイルHD,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260604562380.pdf"", ""2026年3月期 質疑応答集"")","=HYPERLINK(""pdf_tmp/20260604/302A_1530_G-ビースタイルHD_2026年3月期 質疑応答集.pdf"", ""2026年3月期 質疑応答集"")",,,,,,,,,,,1,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260604562380.pdf
20260604,3172,ティーライフ,決算短信,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260525546373.pdf"", ""2026年7月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260604/3172_1500_ティーライフ_2026年7月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年7月期 第3四半期決算短信〔日本基準〕(連結)"")",,,,4,,,,,,,,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260525546373.pdf
20260604,4680,ラウンドワン,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260604562535.pdf"", ""第47期(2027年3月期)5月の売上の状況に関するお知らせ(速報)"")","=HYPERLINK(""pdf_tmp/20260604/4680_1130_ラウンドワン_第47期(2027年3月期)5月の売上の状況に関するお知らせ(速報).pdf"", ""第47期(2027年3月期)5月の売上の状況に関するお知らせ(速報)"")",,,,,2,,,,,,,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260604562535.pdf
20260604,6890,フェローテック,その他,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260603562372.pdf"", ""2026年3月期 アナリスト・機関投資家向け決算説明会 質疑応答に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260604/6890_0845_フェローテック_2026年3月期 アナリスト・機関投資家向け決算説明会 質疑応答に関するお知らせ.pdf"", ""2026年3月期 アナリスト・機関投資家向け決算説明会 質疑応答に関するお知らせ"")",,1,,,,,,,,,,,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260603562372.pdf
20260604,8914,エリアリンク,月次,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260603560943.pdf"", ""2026年5月度 月次実績"")","=HYPERLINK(""pdf_tmp/20260604/8914_1200_エリアリンク_2026年5月度 月次実績.pdf"", ""2026年5月度 月次実績"")",,,,,,,,,,,,3,,,,,,,,,,,,https://www.release.tdnet.info/inbs/140120260603560943.pdf
